id,device_id,captured_at,iso8601,local_timestamp_ist,voltage,current,real_power_kw,apparent_power_kva,reactive_power_kvar,energy_kwh,total_energy_kwh,frequency,power_factor,tariff_period,tariff_inr_per_kwh,instant_cost_inr,load_state,quality_flag,metadata
375,meter-001,1785541500,2026-07-31T23:45:00Z,2026-08-01 05:15:00 IST,234.309,1.122,0.2454,0.2629,0.0945,0.00409,34.821118,49.99,0.9332,Off-Peak (20:00-10:00),4.23,0.017299,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
376,meter-001,1785541560,2026-07-31T23:46:00Z,2026-08-01 05:16:00 IST,233.709,1.103,0.2432,0.2579,0.0857,0.004053,34.825171,49.975,0.9431,Off-Peak (20:00-10:00),4.23,0.017145,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
377,meter-001,1785541620,2026-07-31T23:47:00Z,2026-08-01 05:17:00 IST,233.742,1.082,0.2395,0.2528,0.0811,0.003991,34.829162,49.97,0.9471,Off-Peak (20:00-10:00),4.23,0.016883,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
378,meter-001,1785541680,2026-07-31T23:48:00Z,2026-08-01 05:18:00 IST,234.387,1.061,0.2354,0.2487,0.0801,0.003924,34.833086,49.98,0.9467,Off-Peak (20:00-10:00),4.23,0.016597,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
379,meter-001,1785541740,2026-07-31T23:49:00Z,2026-08-01 05:19:00 IST,233.992,1.055,0.232,0.2468,0.0842,0.003866,34.836952,49.97,0.94,Off-Peak (20:00-10:00),4.23,0.016353,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
380,meter-001,1785541800,2026-07-31T23:50:00Z,2026-08-01 05:20:00 IST,234.475,1.025,0.2242,0.2403,0.0864,0.003736,34.840688,49.962,0.933,Off-Peak (20:00-10:00),4.23,0.015805,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
381,meter-001,1785541860,2026-07-31T23:51:00Z,2026-08-01 05:21:00 IST,234.186,1.001,0.2195,0.2344,0.0822,0.003658,34.844346,49.962,0.9364,Off-Peak (20:00-10:00),4.23,0.015474,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
382,meter-001,1785541920,2026-07-31T23:52:00Z,2026-08-01 05:22:00 IST,234.344,0.96,0.2113,0.2251,0.0776,0.003521,34.847867,49.986,0.9387,Off-Peak (20:00-10:00),4.23,0.014894,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
383,meter-001,1785541980,2026-07-31T23:53:00Z,2026-08-01 05:23:00 IST,233.743,1.405,0.3146,0.3284,0.094,0.005243,34.85311,49.98,0.9581,Off-Peak (20:00-10:00),4.23,0.022179,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
384,meter-001,1785542040,2026-07-31T23:54:00Z,2026-08-01 05:24:00 IST,233.852,1.443,0.3214,0.3375,0.1031,0.005356,34.858466,49.993,0.9522,Off-Peak (20:00-10:00),4.23,0.022658,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
385,meter-001,1785542100,2026-07-31T23:55:00Z,2026-08-01 05:25:00 IST,234.283,1.423,0.3181,0.3333,0.0995,0.005302,34.863768,49.968,0.9544,Off-Peak (20:00-10:00),4.23,0.022426,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
386,meter-001,1785542160,2026-07-31T23:56:00Z,2026-08-01 05:26:00 IST,234.115,1.342,0.3017,0.3141,0.0875,0.005028,34.868796,49.964,0.9605,Off-Peak (20:00-10:00),4.23,0.021268,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
387,meter-001,1785542220,2026-07-31T23:57:00Z,2026-08-01 05:27:00 IST,234.39,1.339,0.3025,0.3138,0.0837,0.005041,34.873837,49.985,0.9638,Off-Peak (20:00-10:00),4.23,0.021324,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
388,meter-001,1785542280,2026-07-31T23:58:00Z,2026-08-01 05:28:00 IST,233.664,1.322,0.2941,0.3089,0.0944,0.004902,34.878739,49.971,0.9521,Off-Peak (20:00-10:00),4.23,0.020736,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
389,meter-001,1785542340,2026-07-31T23:59:00Z,2026-08-01 05:29:00 IST,234.011,1.359,0.3044,0.3179,0.0919,0.005073,34.883812,49.97,0.9573,Off-Peak (20:00-10:00),4.23,0.021458,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
390,meter-001,1785542400,2026-08-01T00:00:00Z,2026-08-01 05:30:00 IST,233.831,1.324,0.2941,0.3096,0.0969,0.004901,34.888713,49.98,0.9497,Off-Peak (20:00-10:00),4.23,0.020731,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
391,meter-001,1785542460,2026-08-01T00:01:00Z,2026-08-01 05:31:00 IST,234.156,1.347,0.3033,0.3155,0.087,0.005054,34.893767,49.977,0.9612,Off-Peak (20:00-10:00),4.23,0.021379,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
392,meter-001,1785542520,2026-08-01T00:02:00Z,2026-08-01 05:32:00 IST,234.0,1.367,0.3058,0.3198,0.0936,0.005096,34.898863,49.962,0.9562,Off-Peak (20:00-10:00),4.23,0.021556,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
393,meter-001,1785542580,2026-08-01T00:03:00Z,2026-08-01 05:33:00 IST,234.227,1.369,0.3044,0.3207,0.1008,0.005074,34.903937,49.958,0.9493,Off-Peak (20:00-10:00),4.23,0.021462,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
394,meter-001,1785542640,2026-08-01T00:04:00Z,2026-08-01 05:34:00 IST,234.078,1.379,0.311,0.3227,0.086,0.005184,34.909121,49.966,0.9638,Off-Peak (20:00-10:00),4.23,0.021929,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
395,meter-001,1785542700,2026-08-01T00:05:00Z,2026-08-01 05:35:00 IST,234.27,1.39,0.3098,0.3256,0.1003,0.005163,34.914284,49.956,0.9514,Off-Peak (20:00-10:00),4.23,0.021839,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
396,meter-001,1785542760,2026-08-01T00:06:00Z,2026-08-01 05:36:00 IST,233.698,1.463,0.3246,0.342,0.1076,0.005411,34.919695,49.973,0.9492,Off-Peak (20:00-10:00),4.23,0.022886,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
397,meter-001,1785542820,2026-08-01T00:07:00Z,2026-08-01 05:37:00 IST,233.648,1.427,0.3211,0.3333,0.0895,0.005351,34.925046,49.986,0.9633,Off-Peak (20:00-10:00),4.23,0.022636,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
398,meter-001,1785542880,2026-08-01T00:08:00Z,2026-08-01 05:38:00 IST,234.325,1.501,0.3372,0.3517,0.1001,0.00562,34.930666,49.99,0.9587,Off-Peak (20:00-10:00),4.23,0.023773,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
399,meter-001,1785542940,2026-08-01T00:09:00Z,2026-08-01 05:39:00 IST,233.812,1.515,0.3416,0.3543,0.0939,0.005693,34.936359,49.975,0.9643,Off-Peak (20:00-10:00),4.23,0.024083,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
400,meter-001,1785543000,2026-08-01T00:10:00Z,2026-08-01 05:40:00 IST,234.239,1.502,0.3361,0.3519,0.1042,0.005601,34.94196,49.963,0.9552,Off-Peak (20:00-10:00),4.23,0.023694,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
401,meter-001,1785543060,2026-08-01T00:11:00Z,2026-08-01 05:41:00 IST,234.277,1.546,0.3455,0.3623,0.109,0.005759,34.947719,49.962,0.9537,Off-Peak (20:00-10:00),4.23,0.024359,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
402,meter-001,1785543120,2026-08-01T00:12:00Z,2026-08-01 05:42:00 IST,234.325,1.604,0.3581,0.3758,0.1141,0.005968,34.953687,49.959,0.9528,Off-Peak (20:00-10:00),4.23,0.025246,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
403,meter-001,1785543180,2026-08-01T00:13:00Z,2026-08-01 05:43:00 IST,234.116,1.104,0.2411,0.2585,0.0932,0.004018,34.957705,49.96,0.9327,Off-Peak (20:00-10:00),4.23,0.016998,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
404,meter-001,1785543240,2026-08-01T00:14:00Z,2026-08-01 05:44:00 IST,233.902,1.075,0.2374,0.2515,0.0831,0.003956,34.961661,49.958,0.9439,Off-Peak (20:00-10:00),4.23,0.016736,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
405,meter-001,1785543300,2026-08-01T00:15:00Z,2026-08-01 05:45:00 IST,234.222,1.121,0.2454,0.2626,0.0937,0.00409,34.965751,49.955,0.9342,Off-Peak (20:00-10:00),4.23,0.017299,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
406,meter-001,1785543360,2026-08-01T00:16:00Z,2026-08-01 05:46:00 IST,234.37,1.116,0.2458,0.2616,0.0894,0.004097,34.969848,49.961,0.9398,Off-Peak (20:00-10:00),4.23,0.017332,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
407,meter-001,1785543420,2026-08-01T00:17:00Z,2026-08-01 05:47:00 IST,234.105,1.079,0.2383,0.2525,0.0834,0.003972,34.97382,49.974,0.9438,Off-Peak (20:00-10:00),4.23,0.016801,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
408,meter-001,1785543480,2026-08-01T00:18:00Z,2026-08-01 05:48:00 IST,233.895,1.078,0.2368,0.2521,0.0866,0.003946,34.977766,49.988,0.9391,Off-Peak (20:00-10:00),4.23,0.016693,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
409,meter-001,1785543540,2026-08-01T00:19:00Z,2026-08-01 05:49:00 IST,233.672,1.065,0.2351,0.2489,0.082,0.003918,34.981684,49.957,0.9442,Off-Peak (20:00-10:00),4.23,0.016572,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
410,meter-001,1785543600,2026-08-01T00:20:00Z,2026-08-01 05:50:00 IST,234.124,1.055,0.232,0.2469,0.0844,0.003867,34.985551,49.976,0.9397,Off-Peak (20:00-10:00),4.23,0.016356,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
411,meter-001,1785543660,2026-08-01T00:21:00Z,2026-08-01 05:51:00 IST,233.901,1.026,0.2262,0.2399,0.0799,0.00377,34.989321,49.976,0.9429,Off-Peak (20:00-10:00),4.23,0.015948,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
412,meter-001,1785543720,2026-08-01T00:22:00Z,2026-08-01 05:52:00 IST,233.683,0.994,0.2182,0.2322,0.0792,0.003637,34.992958,49.96,0.94,Off-Peak (20:00-10:00),4.23,0.015386,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
413,meter-001,1785543780,2026-08-01T00:23:00Z,2026-08-01 05:53:00 IST,234.124,0.987,0.2178,0.2311,0.0771,0.003631,34.996589,49.962,0.9427,Off-Peak (20:00-10:00),4.23,0.015358,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
414,meter-001,1785543840,2026-08-01T00:24:00Z,2026-08-01 05:54:00 IST,234.25,0.956,0.2094,0.2238,0.0791,0.00349,35.000079,49.987,0.9354,Off-Peak (20:00-10:00),4.23,0.014761,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
415,meter-001,1785543900,2026-08-01T00:25:00Z,2026-08-01 05:55:00 IST,233.93,0.896,0.1962,0.2097,0.0741,0.00327,35.003349,49.971,0.9355,Off-Peak (20:00-10:00),4.23,0.013831,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
416,meter-001,1785543960,2026-08-01T00:26:00Z,2026-08-01 05:56:00 IST,233.862,0.885,0.196,0.207,0.0666,0.003267,35.006616,49.975,0.9469,Off-Peak (20:00-10:00),4.23,0.01382,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
417,meter-001,1785544020,2026-08-01T00:27:00Z,2026-08-01 05:57:00 IST,234.019,0.845,0.1848,0.1978,0.0705,0.00308,35.009696,49.98,0.9343,Off-Peak (20:00-10:00),4.23,0.013029,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
418,meter-001,1785544080,2026-08-01T00:28:00Z,2026-08-01 05:58:00 IST,234.163,0.809,0.1773,0.1893,0.0664,0.002955,35.012651,49.967,0.9365,Off-Peak (20:00-10:00),4.23,0.0125,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
419,meter-001,1785544140,2026-08-01T00:29:00Z,2026-08-01 05:59:00 IST,234.076,0.768,0.1705,0.1799,0.0573,0.002842,35.015493,49.975,0.948,Off-Peak (20:00-10:00),4.23,0.012021,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
420,meter-001,1785544200,2026-08-01T00:30:00Z,2026-08-01 06:00:00 IST,233.612,4.878,1.0381,1.1395,0.4698,0.017302,35.032795,49.975,0.911,Off-Peak (20:00-10:00),4.23,0.073187,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
421,meter-001,1785544260,2026-08-01T00:31:00Z,2026-08-01 06:01:00 IST,233.577,4.767,1.0118,1.1134,0.4647,0.016864,35.049659,49.969,0.9087,Off-Peak (20:00-10:00),4.23,0.071333,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
422,meter-001,1785544320,2026-08-01T00:32:00Z,2026-08-01 06:02:00 IST,233.334,4.731,0.997,1.104,0.474,0.016617,35.066276,49.978,0.9031,Off-Peak (20:00-10:00),4.23,0.07029,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
423,meter-001,1785544380,2026-08-01T00:33:00Z,2026-08-01 06:03:00 IST,233.19,4.887,1.0283,1.1397,0.4915,0.017138,35.083414,49.975,0.9022,Off-Peak (20:00-10:00),4.23,0.072493,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
424,meter-001,1785544440,2026-08-01T00:34:00Z,2026-08-01 06:04:00 IST,233.567,4.722,1.0,1.103,0.4655,0.016666,35.10008,49.971,0.9066,Off-Peak (20:00-10:00),4.23,0.070497,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
425,meter-001,1785544500,2026-08-01T00:35:00Z,2026-08-01 06:05:00 IST,233.144,4.868,1.0395,1.1351,0.4559,0.017325,35.117405,49.975,0.9158,Off-Peak (20:00-10:00),4.23,0.073283,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
426,meter-001,1785544560,2026-08-01T00:36:00Z,2026-08-01 06:06:00 IST,233.711,4.739,1.0158,1.1076,0.4415,0.01693,35.134335,49.957,0.9171,Off-Peak (20:00-10:00),4.23,0.071614,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
427,meter-001,1785544620,2026-08-01T00:37:00Z,2026-08-01 06:07:00 IST,232.931,4.9,1.0305,1.1414,0.4909,0.017175,35.15151,49.973,0.9028,Off-Peak (20:00-10:00),4.23,0.072648,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
428,meter-001,1785544680,2026-08-01T00:38:00Z,2026-08-01 06:08:00 IST,233.352,4.736,1.0057,1.1052,0.4584,0.016761,35.168271,49.976,0.9099,Off-Peak (20:00-10:00),4.23,0.070901,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
429,meter-001,1785544740,2026-08-01T00:39:00Z,2026-08-01 06:09:00 IST,233.068,4.717,1.0069,1.0994,0.4414,0.016781,35.185052,49.975,0.9159,Off-Peak (20:00-10:00),4.23,0.070984,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
430,meter-001,1785544800,2026-08-01T00:40:00Z,2026-08-01 06:10:00 IST,233.469,4.741,1.015,1.1069,0.4415,0.016917,35.201969,49.957,0.917,Off-Peak (20:00-10:00),4.23,0.07156,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
431,meter-001,1785544860,2026-08-01T00:41:00Z,2026-08-01 06:11:00 IST,233.086,4.88,1.0413,1.1375,0.4579,0.017355,35.219324,49.982,0.9154,Off-Peak (20:00-10:00),4.23,0.073411,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
432,meter-001,1785544920,2026-08-01T00:42:00Z,2026-08-01 06:12:00 IST,233.038,5.062,1.0729,1.1797,0.4906,0.017881,35.237205,49.986,0.9094,Off-Peak (20:00-10:00),4.23,0.075638,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
433,meter-001,1785544980,2026-08-01T00:43:00Z,2026-08-01 06:13:00 IST,233.551,4.87,1.0418,1.1373,0.4563,0.017363,35.254568,49.98,0.916,Off-Peak (20:00-10:00),4.23,0.073445,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
434,meter-001,1785545040,2026-08-01T00:44:00Z,2026-08-01 06:14:00 IST,233.5,4.943,1.047,1.1541,0.4855,0.01745,35.272018,49.974,0.9072,Off-Peak (20:00-10:00),4.23,0.073814,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
435,meter-001,1785545100,2026-08-01T00:45:00Z,2026-08-01 06:15:00 IST,233.175,5.049,1.0727,1.1772,0.4849,0.017879,35.289897,49.959,0.9112,Off-Peak (20:00-10:00),4.23,0.075627,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
436,meter-001,1785545160,2026-08-01T00:46:00Z,2026-08-01 06:16:00 IST,233.642,5.077,1.0865,1.1862,0.4761,0.018108,35.308005,49.972,0.9159,Off-Peak (20:00-10:00),4.23,0.076596,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
437,meter-001,1785545220,2026-08-01T00:47:00Z,2026-08-01 06:17:00 IST,232.888,5.117,1.0832,1.1916,0.4967,0.018053,35.326058,49.958,0.909,Off-Peak (20:00-10:00),4.23,0.076364,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
438,meter-001,1785545280,2026-08-01T00:48:00Z,2026-08-01 06:18:00 IST,233.304,5.55,1.1646,1.2949,0.5661,0.01941,35.345468,49.954,0.8994,Off-Peak (20:00-10:00),4.23,0.082103,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
439,meter-001,1785545340,2026-08-01T00:49:00Z,2026-08-01 06:19:00 IST,232.815,5.885,1.2141,1.3701,0.635,0.020234,35.365702,49.979,0.8861,Off-Peak (20:00-10:00),4.23,0.085592,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
440,meter-001,1785545400,2026-08-01T00:50:00Z,2026-08-01 06:20:00 IST,233.545,5.744,1.1877,1.3415,0.6236,0.019795,35.385497,49.96,0.8854,Off-Peak (20:00-10:00),4.23,0.083732,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
441,meter-001,1785545460,2026-08-01T00:51:00Z,2026-08-01 06:21:00 IST,232.758,5.796,1.1988,1.349,0.6187,0.01998,35.405477,49.988,0.8886,Off-Peak (20:00-10:00),4.23,0.084515,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
442,meter-001,1785545520,2026-08-01T00:52:00Z,2026-08-01 06:22:00 IST,233.004,5.772,1.2093,1.3448,0.5884,0.020155,35.425632,49.961,0.8992,Off-Peak (20:00-10:00),4.23,0.085255,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
443,meter-001,1785545580,2026-08-01T00:53:00Z,2026-08-01 06:23:00 IST,233.565,5.711,1.1919,1.334,0.599,0.019866,35.445498,49.97,0.8935,Off-Peak (20:00-10:00),4.23,0.084032,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
444,meter-001,1785545640,2026-08-01T00:54:00Z,2026-08-01 06:24:00 IST,233.396,5.716,1.1946,1.334,0.5937,0.019911,35.465409,49.982,0.8955,Off-Peak (20:00-10:00),4.23,0.084223,Normal,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
445,meter-001,1785545700,2026-08-01T00:55:00Z,2026-08-01 06:25:00 IST,234.136,1.84,0.4095,0.4308,0.134,0.006824,35.472233,49.964,0.9504,Off-Peak (20:00-10:00),4.23,0.028867,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
446,meter-001,1785545760,2026-08-01T00:56:00Z,2026-08-01 06:26:00 IST,233.612,1.793,0.4022,0.4189,0.1172,0.006703,35.478936,49.964,0.9601,Off-Peak (20:00-10:00),4.23,0.028353,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
447,meter-001,1785545820,2026-08-01T00:57:00Z,2026-08-01 06:27:00 IST,233.387,1.834,0.4077,0.4281,0.1305,0.006795,35.485731,49.962,0.9524,Off-Peak (20:00-10:00),4.23,0.028742,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
448,meter-001,1785545880,2026-08-01T00:58:00Z,2026-08-01 06:28:00 IST,234.095,1.742,0.3917,0.4079,0.1139,0.006528,35.492259,49.981,0.9602,Off-Peak (20:00-10:00),4.23,0.027612,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
449,meter-001,1785545940,2026-08-01T00:59:00Z,2026-08-01 06:29:00 IST,233.653,1.742,0.3877,0.4071,0.1241,0.006462,35.498721,49.978,0.9524,Off-Peak (20:00-10:00),4.23,0.027334,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
450,meter-001,1785546000,2026-08-01T01:00:00Z,2026-08-01 06:30:00 IST,233.864,1.758,0.3932,0.4111,0.1199,0.006554,35.505275,49.983,0.9565,Off-Peak (20:00-10:00),4.23,0.027722,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
451,meter-001,1785546060,2026-08-01T01:01:00Z,2026-08-01 06:31:00 IST,233.346,1.717,0.3811,0.4006,0.1236,0.006352,35.511627,49.967,0.9512,Off-Peak (20:00-10:00),4.23,0.026868,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
452,meter-001,1785546120,2026-08-01T01:02:00Z,2026-08-01 06:32:00 IST,233.678,1.668,0.3704,0.3898,0.1214,0.006174,35.517801,49.958,0.9502,Off-Peak (20:00-10:00),4.23,0.026115,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
453,meter-001,1785546180,2026-08-01T01:03:00Z,2026-08-01 06:33:00 IST,233.55,1.661,0.3722,0.388,0.1099,0.006203,35.524004,49.972,0.9591,Off-Peak (20:00-10:00),4.23,0.026238,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
454,meter-001,1785546240,2026-08-01T01:04:00Z,2026-08-01 06:34:00 IST,234.034,1.665,0.3721,0.3896,0.1157,0.006201,35.530205,49.965,0.9549,Off-Peak (20:00-10:00),4.23,0.02623,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
455,meter-001,1785546300,2026-08-01T01:05:00Z,2026-08-01 06:35:00 IST,233.817,1.659,0.3689,0.3878,0.1196,0.006149,35.536354,49.98,0.9512,Off-Peak (20:00-10:00),4.23,0.026009,Base Load,Normal,"{""source"":""physically_modeled_demo"",""phase"":""single"",""location"":""IN-WB"",""sample_seconds"":60}"
